"","x"
"34362","Fully.Paid"
"34363","Fully.Paid"
"34364","Fully.Paid"
"34365","Fully.Paid"
"34366","Fully.Paid"
"34367","Fully.Paid"
"34368","Fully.Paid"
"34369","Fully.Paid"
"34370","Fully.Paid"
"34371","Fully.Paid"
"34372","Fully.Paid"
"34373","Fully.Paid"
"34374","Fully.Paid"
"34375","Fully.Paid"
"34376","Fully.Paid"
"34377","Fully.Paid"
"34378","Fully.Paid"
"34379","Fully.Paid"
"34380","Charged.Off"
"34381","Fully.Paid"
"34382","Fully.Paid"
"34383","Fully.Paid"
"34384","Fully.Paid"
"34385","Fully.Paid"
"34386","Fully.Paid"
"34387","Fully.Paid"
"34388","Fully.Paid"
"34389","Charged.Off"
"34390","Fully.Paid"
"34391","Charged.Off"
"34392","Fully.Paid"
"34393","Charged.Off"
"34394","Fully.Paid"
"34395","Fully.Paid"
"34396","Fully.Paid"
"34397","Fully.Paid"
"34398","Fully.Paid"
"34399","Fully.Paid"
"34400","Charged.Off"
"34401","Fully.Paid"
"34402","Fully.Paid"
"34403","Fully.Paid"
"34404","Fully.Paid"
"34405","Charged.Off"
"34406","Fully.Paid"
"34407","Fully.Paid"
"34408","Fully.Paid"
"34409","Fully.Paid"
"34410","Fully.Paid"
"34411","Fully.Paid"
"34412","Fully.Paid"
"34413","Fully.Paid"
"34414","Charged.Off"
"34415","Fully.Paid"
"34416","Fully.Paid"
"34417","Fully.Paid"
"34418","Fully.Paid"
"34419","Fully.Paid"
"34420","Charged.Off"
"34421","Fully.Paid"
"34422","Fully.Paid"
"34423","Fully.Paid"
"34424","Charged.Off"
"34425","Fully.Paid"
"34426","Fully.Paid"
"34427","Charged.Off"
"34428","Fully.Paid"
"34429","Fully.Paid"
"34430","Fully.Paid"
"34431","Fully.Paid"
"34432","Charged.Off"
"34433","Fully.Paid"
"34434","Fully.Paid"
"34435","Fully.Paid"
"34436","Fully.Paid"
"34437","Fully.Paid"
"34438","Fully.Paid"
"34439","Fully.Paid"
"34440","Fully.Paid"
"34441","Fully.Paid"
"34442","Fully.Paid"
"34443","Fully.Paid"
"34444","Fully.Paid"
"34445","Fully.Paid"
"34446","Charged.Off"
"34447","Fully.Paid"
"34448","Fully.Paid"
"34449","Fully.Paid"
"34450","Fully.Paid"
"34451","Fully.Paid"
"34452","Fully.Paid"
"34453","Fully.Paid"
"34454","Charged.Off"
"34455","Fully.Paid"
"34456","Fully.Paid"
"34457","Fully.Paid"
"34458","Charged.Off"
"34459","Fully.Paid"
"34460","Fully.Paid"
"34461","Fully.Paid"
"34462","Fully.Paid"
"34463","Fully.Paid"
"34464","Fully.Paid"
"34465","Charged.Off"
"34466","Fully.Paid"
"34467","Charged.Off"
"34468","Fully.Paid"
"34469","Fully.Paid"
"34470","Charged.Off"
"34471","Fully.Paid"
"34472","Fully.Paid"
"34473","Fully.Paid"
"34474","Charged.Off"
"34475","Fully.Paid"
"34476","Fully.Paid"
"34477","Fully.Paid"
"34478","Fully.Paid"
"34479","Fully.Paid"
"34480","Fully.Paid"
"34481","Fully.Paid"
"34482","Fully.Paid"
"34483","Fully.Paid"
"34484","Fully.Paid"
"34485","Fully.Paid"
"34486","Charged.Off"
"34487","Fully.Paid"
"34488","Fully.Paid"
"34489","Charged.Off"
"34490","Charged.Off"
"34491","Charged.Off"
"34492","Fully.Paid"
"34493","Fully.Paid"
"34494","Fully.Paid"
"34495","Fully.Paid"
"34496","Fully.Paid"
"34497","Fully.Paid"
"34498","Fully.Paid"
"34499","Fully.Paid"
"34500","Fully.Paid"
"34501","Fully.Paid"
"34502","Fully.Paid"
"34503","Fully.Paid"
"34504","Fully.Paid"
"34505","Fully.Paid"
"34506","Fully.Paid"
"34507","Charged.Off"
"34508","Fully.Paid"
"34509","Fully.Paid"
"34510","Fully.Paid"
"34511","Fully.Paid"
"34512","Charged.Off"
"34513","Fully.Paid"
"34514","Fully.Paid"
"34515","Fully.Paid"
"34516","Fully.Paid"
"34517","Fully.Paid"
"34518","Charged.Off"
"34519","Fully.Paid"
"34520","Fully.Paid"
"34521","Fully.Paid"
"34522","Fully.Paid"
"34523","Fully.Paid"
"34524","Fully.Paid"
"34525","Fully.Paid"
"34526","Fully.Paid"
"34527","Fully.Paid"
"34528","Fully.Paid"
"34529","Fully.Paid"
"34530","Fully.Paid"
"34531","Fully.Paid"
"34532","Charged.Off"
"34533","Fully.Paid"
"34534","Fully.Paid"
"34535","Fully.Paid"
"34536","Fully.Paid"
"34537","Fully.Paid"
"34538","Fully.Paid"
"34539","Fully.Paid"
"34540","Fully.Paid"
"34541","Charged.Off"
"34542","Charged.Off"
"34543","Fully.Paid"
"34544","Fully.Paid"
"34545","Fully.Paid"
"34546","Fully.Paid"
"34547","Fully.Paid"
"34548","Charged.Off"
"34549","Fully.Paid"
"34550","Fully.Paid"
"34551","Fully.Paid"
"34552","Fully.Paid"
"34553","Fully.Paid"
"34554","Charged.Off"
"34555","Charged.Off"
"34556","Fully.Paid"
"34557","Fully.Paid"
"34558","Fully.Paid"
"34559","Fully.Paid"
"34560","Fully.Paid"
"34561","Fully.Paid"
"34562","Fully.Paid"
"34563","Fully.Paid"
"34564","Fully.Paid"
"34565","Fully.Paid"
"34566","Fully.Paid"
"34567","Fully.Paid"
"34568","Fully.Paid"
"34569","Fully.Paid"
"34570","Fully.Paid"
"34571","Fully.Paid"
"34572","Fully.Paid"
"34573","Fully.Paid"
"34574","Charged.Off"
"34575","Fully.Paid"
"34576","Fully.Paid"
"34577","Fully.Paid"
"34578","Charged.Off"
"34579","Fully.Paid"
"34580","Fully.Paid"
"34581","Fully.Paid"
"34582","Fully.Paid"
"34583","Fully.Paid"
"34584","Fully.Paid"
"34585","Fully.Paid"
"34586","Charged.Off"
"34587","Fully.Paid"
"34588","Fully.Paid"
"34589","Fully.Paid"
"34590","Fully.Paid"
"34591","Fully.Paid"
"34592","Fully.Paid"
"34593","Fully.Paid"
"34594","Charged.Off"
"34595","Fully.Paid"
"34596","Fully.Paid"
"34597","Fully.Paid"
"34598","Fully.Paid"
"34599","Fully.Paid"
"34600","Fully.Paid"
"34601","Fully.Paid"
"34602","Fully.Paid"
"34603","Charged.Off"
"34604","Fully.Paid"
"34605","Fully.Paid"
"34606","Charged.Off"
"34607","Fully.Paid"
"34608","Fully.Paid"
"34609","Fully.Paid"
"34610","Charged.Off"
"34611","Fully.Paid"
"34612","Charged.Off"
"34613","Fully.Paid"
"34614","Fully.Paid"
"34615","Fully.Paid"
"34616","Fully.Paid"
"34617","Charged.Off"
"34618","Fully.Paid"
"34619","Charged.Off"
"34620","Charged.Off"
"34621","Fully.Paid"
"34622","Fully.Paid"
"34623","Fully.Paid"
"34624","Fully.Paid"
"34625","Charged.Off"
"34626","Fully.Paid"
"34627","Fully.Paid"
"34628","Fully.Paid"
"34629","Charged.Off"
"34630","Fully.Paid"
"34631","Fully.Paid"
"34632","Fully.Paid"
"34633","Fully.Paid"
"34634","Charged.Off"
"34635","Fully.Paid"
"34636","Fully.Paid"
"34637","Charged.Off"
"34638","Fully.Paid"
"34639","Fully.Paid"
"34640","Fully.Paid"
"34641","Fully.Paid"
"34642","Fully.Paid"
"34643","Charged.Off"
"34644","Fully.Paid"
"34645","Fully.Paid"
"34646","Fully.Paid"
"34647","Fully.Paid"
"34648","Fully.Paid"
"34649","Fully.Paid"
"34650","Fully.Paid"
"34651","Fully.Paid"
"34652","Fully.Paid"
"34653","Fully.Paid"
"34654","Fully.Paid"
"34655","Fully.Paid"
"34656","Fully.Paid"
"34657","Fully.Paid"
"34658","Fully.Paid"
"34659","Fully.Paid"
"34660","Fully.Paid"
"34661","Fully.Paid"
"34662","Fully.Paid"
"34663","Fully.Paid"
"34664","Fully.Paid"
"34665","Fully.Paid"
"34666","Fully.Paid"
"34667","Fully.Paid"
"34668","Fully.Paid"
"34669","Fully.Paid"
"34670","Fully.Paid"
"34671","Fully.Paid"
"34672","Fully.Paid"
"34673","Fully.Paid"
"34674","Fully.Paid"
"34675","Fully.Paid"
"34676","Charged.Off"
"34677","Fully.Paid"
"34678","Fully.Paid"
"34679","Fully.Paid"
"34680","Fully.Paid"
"34681","Fully.Paid"
"34682","Fully.Paid"
"34683","Fully.Paid"
"34684","Fully.Paid"
"34685","Fully.Paid"
"34686","Fully.Paid"
"34687","Fully.Paid"
"34688","Fully.Paid"
"34689","Fully.Paid"
"34690","Fully.Paid"
"34691","Fully.Paid"
"34692","Fully.Paid"
"34693","Fully.Paid"
"34694","Fully.Paid"
"34695","Fully.Paid"
"34696","Fully.Paid"
"34697","Fully.Paid"
"34698","Fully.Paid"
"34699","Fully.Paid"
"34700","Fully.Paid"
"34701","Fully.Paid"
"34702","Charged.Off"
"34703","Fully.Paid"
"34704","Fully.Paid"
"34705","Fully.Paid"
"34706","Fully.Paid"
"34707","Fully.Paid"
"34708","Fully.Paid"
"34709","Fully.Paid"
"34710","Fully.Paid"
"34711","Fully.Paid"
"34712","Fully.Paid"
"34713","Fully.Paid"
"34714","Fully.Paid"
"34715","Fully.Paid"
"34716","Fully.Paid"
"34717","Charged.Off"
"34718","Fully.Paid"
"34719","Fully.Paid"
"34720","Fully.Paid"
"34721","Fully.Paid"
"34722","Fully.Paid"
"34723","Fully.Paid"
"34724","Charged.Off"
"34725","Fully.Paid"
"34726","Fully.Paid"
"34727","Fully.Paid"
"34728","Fully.Paid"
"34729","Fully.Paid"
"34730","Fully.Paid"
"34731","Fully.Paid"
"34732","Charged.Off"
"34733","Fully.Paid"
"34734","Fully.Paid"
"34735","Fully.Paid"
"34736","Fully.Paid"
"34737","Fully.Paid"
"34738","Fully.Paid"
"34739","Fully.Paid"
"34740","Charged.Off"
"34741","Fully.Paid"
"34742","Fully.Paid"
"34743","Fully.Paid"
"34744","Fully.Paid"
"34745","Fully.Paid"
"34746","Fully.Paid"
"34747","Fully.Paid"
"34748","Fully.Paid"
"34749","Fully.Paid"
"34750","Fully.Paid"
"34751","Fully.Paid"
"34752","Charged.Off"
"34753","Fully.Paid"
"34754","Fully.Paid"
"34755","Fully.Paid"
"34756","Fully.Paid"
"34757","Fully.Paid"
"34758","Fully.Paid"
"34759","Fully.Paid"
"34760","Fully.Paid"
"34761","Fully.Paid"
"34762","Fully.Paid"
"34763","Fully.Paid"
"34764","Fully.Paid"
"34765","Fully.Paid"
"34766","Fully.Paid"
"34767","Fully.Paid"
"34768","Fully.Paid"
"34769","Fully.Paid"
"34770","Fully.Paid"
"34771","Fully.Paid"
"34772","Charged.Off"
"34773","Fully.Paid"
"34774","Fully.Paid"
"34775","Fully.Paid"
"34776","Fully.Paid"
"34777","Fully.Paid"
"34778","Fully.Paid"
"34779","Fully.Paid"
"34780","Fully.Paid"
"34781","Fully.Paid"
"34782","Fully.Paid"
"34783","Fully.Paid"
"34784","Fully.Paid"
"34785","Fully.Paid"
"34786","Fully.Paid"
"34787","Fully.Paid"
"34788","Fully.Paid"
"34789","Fully.Paid"
"34790","Fully.Paid"
"34791","Fully.Paid"
"34792","Fully.Paid"
"34793","Fully.Paid"
"34794","Fully.Paid"
"34795","Fully.Paid"
"34796","Fully.Paid"
"34797","Fully.Paid"
"34798","Fully.Paid"
"34799","Fully.Paid"
"34800","Fully.Paid"
"34801","Charged.Off"
"34802","Fully.Paid"
"34803","Fully.Paid"
"34804","Fully.Paid"
"34805","Fully.Paid"
"34806","Fully.Paid"
"34807","Fully.Paid"
"34808","Fully.Paid"
"34809","Charged.Off"
"34810","Fully.Paid"
"34811","Fully.Paid"
"34812","Fully.Paid"
"34813","Fully.Paid"
"34814","Charged.Off"
"34815","Fully.Paid"
"34816","Fully.Paid"
"34817","Charged.Off"
"34818","Fully.Paid"
"34819","Fully.Paid"
"34820","Fully.Paid"
"34821","Fully.Paid"
"34822","Fully.Paid"
"34823","Charged.Off"
"34824","Fully.Paid"
"34825","Fully.Paid"
"34826","Fully.Paid"
"34827","Charged.Off"
"34828","Fully.Paid"
"34829","Fully.Paid"
"34830","Fully.Paid"
"34831","Fully.Paid"
"34832","Fully.Paid"
"34833","Fully.Paid"
"34834","Fully.Paid"
"34835","Fully.Paid"
"34836","Fully.Paid"
"34837","Fully.Paid"
"34838","Charged.Off"
"34839","Fully.Paid"
"34840","Fully.Paid"
"34841","Fully.Paid"
"34842","Fully.Paid"
"34843","Charged.Off"
"34844","Fully.Paid"
"34845","Fully.Paid"
"34846","Fully.Paid"
"34847","Fully.Paid"
"34848","Fully.Paid"
"34849","Fully.Paid"
"34850","Fully.Paid"
"34851","Fully.Paid"
"34852","Fully.Paid"
"34853","Charged.Off"
"34854","Fully.Paid"
"34855","Fully.Paid"
"34856","Fully.Paid"
"34857","Fully.Paid"
"34858","Fully.Paid"
"34859","Fully.Paid"
"34860","Fully.Paid"
"34861","Fully.Paid"
"34862","Fully.Paid"
"34863","Fully.Paid"
"34864","Charged.Off"
"34865","Fully.Paid"
"34866","Fully.Paid"
"34867","Fully.Paid"
"34868","Fully.Paid"
"34869","Charged.Off"
"34870","Fully.Paid"
"34871","Fully.Paid"
"34872","Fully.Paid"
"34873","Fully.Paid"
"34874","Fully.Paid"
"34875","Charged.Off"
"34876","Fully.Paid"
"34877","Fully.Paid"
"34878","Fully.Paid"
"34879","Fully.Paid"
"34880","Fully.Paid"
"34881","Fully.Paid"
"34882","Fully.Paid"
"34883","Fully.Paid"
"34884","Fully.Paid"
"34885","Fully.Paid"
"34886","Fully.Paid"
"34887","Charged.Off"
"34888","Charged.Off"
"34889","Charged.Off"
"34890","Charged.Off"
"34891","Fully.Paid"
"34892","Charged.Off"
"34893","Fully.Paid"
"34894","Charged.Off"
"34895","Charged.Off"
"34896","Fully.Paid"
"34897","Fully.Paid"
"34898","Fully.Paid"
"34899","Fully.Paid"
"34900","Fully.Paid"
"34901","Fully.Paid"
"34902","Charged.Off"
"34903","Fully.Paid"
"34904","Charged.Off"
"34905","Fully.Paid"
"34906","Fully.Paid"
"34907","Fully.Paid"
"34908","Charged.Off"
"34909","Fully.Paid"
"34910","Fully.Paid"
"34911","Fully.Paid"
"34912","Fully.Paid"
"34913","Fully.Paid"
"34914","Fully.Paid"
"34915","Fully.Paid"
"34916","Charged.Off"
"34917","Fully.Paid"
"34918","Fully.Paid"
"34919","Charged.Off"
"34920","Fully.Paid"
"34921","Fully.Paid"
"34922","Fully.Paid"
"34923","Fully.Paid"
"34924","Charged.Off"
"34925","Fully.Paid"
"34926","Fully.Paid"
"34927","Fully.Paid"
"34928","Charged.Off"
"34929","Fully.Paid"
"34930","Fully.Paid"
"34931","Fully.Paid"
"34932","Fully.Paid"
"34933","Fully.Paid"
"34934","Fully.Paid"
"34935","Fully.Paid"
"34936","Fully.Paid"
"34937","Fully.Paid"
"34938","Charged.Off"
"34939","Fully.Paid"
"34940","Fully.Paid"
"34941","Fully.Paid"
"34942","Charged.Off"
"34943","Fully.Paid"
"34944","Fully.Paid"
"34945","Fully.Paid"
"34946","Fully.Paid"
"34947","Charged.Off"
"34948","Charged.Off"
"34949","Fully.Paid"
"34950","Fully.Paid"
"34951","Charged.Off"
"34952","Fully.Paid"
"34953","Fully.Paid"
"34954","Fully.Paid"
"34955","Fully.Paid"
"34956","Fully.Paid"
"34957","Fully.Paid"
"34958","Charged.Off"
"34959","Fully.Paid"
"34960","Fully.Paid"
"34961","Fully.Paid"
"34962","Fully.Paid"
"34963","Fully.Paid"
"34964","Fully.Paid"
"34965","Fully.Paid"
"34966","Fully.Paid"
"34967","Fully.Paid"
"34968","Fully.Paid"
"34969","Fully.Paid"
"34970","Charged.Off"
"34971","Fully.Paid"
"34972","Fully.Paid"
"34973","Fully.Paid"
"34974","Fully.Paid"
"34975","Fully.Paid"
"34976","Fully.Paid"
"34977","Fully.Paid"
"34978","Fully.Paid"
"34979","Charged.Off"
"34980","Fully.Paid"
"34981","Fully.Paid"
"34982","Fully.Paid"
"34983","Fully.Paid"
"34984","Fully.Paid"
"34985","Fully.Paid"
"34986","Fully.Paid"
"34987","Fully.Paid"
"34988","Fully.Paid"
"34989","Fully.Paid"
"34990","Fully.Paid"
"34991","Fully.Paid"
"34992","Charged.Off"
"34993","Fully.Paid"
"34994","Charged.Off"
"34995","Fully.Paid"
"34996","Fully.Paid"
"34997","Fully.Paid"
"34998","Fully.Paid"
"34999","Fully.Paid"
"35000","Fully.Paid"
"35001","Fully.Paid"
"35002","Fully.Paid"
"35003","Fully.Paid"
"35004","Fully.Paid"
"35005","Fully.Paid"
"35006","Fully.Paid"
"35007","Fully.Paid"
"35008","Charged.Off"
"35009","Charged.Off"
"35010","Fully.Paid"
"35011","Charged.Off"
"35012","Fully.Paid"
"35013","Fully.Paid"
"35014","Fully.Paid"
"35015","Fully.Paid"
"35016","Fully.Paid"
"35017","Fully.Paid"
"35018","Fully.Paid"
"35019","Fully.Paid"
"35020","Charged.Off"
"35021","Fully.Paid"
"35022","Fully.Paid"
"35023","Fully.Paid"
"35024","Fully.Paid"
"35025","Fully.Paid"
"35026","Fully.Paid"
"35027","Fully.Paid"
"35028","Fully.Paid"
"35029","Fully.Paid"
"35030","Fully.Paid"
"35031","Fully.Paid"
"35032","Fully.Paid"
"35033","Fully.Paid"
"35034","Fully.Paid"
"35035","Fully.Paid"
"35036","Fully.Paid"
"35037","Fully.Paid"
"35038","Fully.Paid"
"35039","Fully.Paid"
"35040","Charged.Off"
"35041","Fully.Paid"
"35042","Fully.Paid"
"35043","Fully.Paid"
"35044","Fully.Paid"
"35045","Fully.Paid"
"35046","Fully.Paid"
"35047","Fully.Paid"
"35048","Charged.Off"
"35049","Fully.Paid"
"35050","Fully.Paid"
"35051","Fully.Paid"
"35052","Charged.Off"
"35053","Fully.Paid"
"35054","Fully.Paid"
"35055","Fully.Paid"
"35056","Fully.Paid"
"35057","Fully.Paid"
"35058","Fully.Paid"
"35059","Fully.Paid"
"35060","Fully.Paid"
"35061","Fully.Paid"
"35062","Fully.Paid"
"35063","Fully.Paid"
"35064","Charged.Off"
"35065","Fully.Paid"
"35066","Charged.Off"
"35067","Charged.Off"
"35068","Fully.Paid"
"35069","Fully.Paid"
"35070","Fully.Paid"
"35071","Fully.Paid"
"35072","Fully.Paid"
"35073","Fully.Paid"
"35074","Fully.Paid"
"35075","Fully.Paid"
"35076","Fully.Paid"
"35077","Fully.Paid"
"35078","Fully.Paid"
"35079","Fully.Paid"
"35080","Fully.Paid"
"35081","Fully.Paid"
"35082","Fully.Paid"
"35083","Fully.Paid"
"35084","Fully.Paid"
"35085","Fully.Paid"
"35086","Fully.Paid"
"35087","Fully.Paid"
"35088","Fully.Paid"
"35089","Fully.Paid"
"35090","Fully.Paid"
"35091","Fully.Paid"
"35092","Fully.Paid"
"35093","Fully.Paid"
"35094","Fully.Paid"
"35095","Fully.Paid"
"35096","Fully.Paid"
"35097","Fully.Paid"
"35098","Fully.Paid"
"35099","Charged.Off"
"35100","Fully.Paid"
"35101","Fully.Paid"
"35102","Charged.Off"
"35103","Fully.Paid"
"35104","Fully.Paid"
"35105","Fully.Paid"
"35106","Fully.Paid"
"35107","Fully.Paid"
"35108","Charged.Off"
"35109","Fully.Paid"
"35110","Fully.Paid"
"35111","Fully.Paid"
"35112","Fully.Paid"
"35113","Fully.Paid"
"35114","Fully.Paid"
"35115","Fully.Paid"
"35116","Fully.Paid"
"35117","Fully.Paid"
"35118","Fully.Paid"
"35119","Fully.Paid"
"35120","Fully.Paid"
"35121","Fully.Paid"
"35122","Fully.Paid"
"35123","Fully.Paid"
"35124","Fully.Paid"
"35125","Fully.Paid"
"35126","Charged.Off"
"35127","Charged.Off"
"35128","Fully.Paid"
"35129","Fully.Paid"
"35130","Fully.Paid"
"35131","Fully.Paid"
"35132","Fully.Paid"
"35133","Fully.Paid"
"35134","Fully.Paid"
"35135","Fully.Paid"
"35136","Fully.Paid"
"35137","Fully.Paid"
"35138","Charged.Off"
"35139","Fully.Paid"
"35140","Fully.Paid"
"35141","Fully.Paid"
"35142","Fully.Paid"
"35143","Fully.Paid"
"35144","Fully.Paid"
"35145","Charged.Off"
"35146","Fully.Paid"
"35147","Fully.Paid"
"35148","Fully.Paid"
"35149","Fully.Paid"
"35150","Charged.Off"
"35151","Fully.Paid"
"35152","Fully.Paid"
"35153","Fully.Paid"
"35154","Fully.Paid"
"35155","Fully.Paid"
"35156","Fully.Paid"
"35157","Fully.Paid"
"35158","Fully.Paid"
"35159","Fully.Paid"
"35160","Fully.Paid"
"35161","Fully.Paid"
"35162","Charged.Off"
"35163","Fully.Paid"
"35164","Fully.Paid"
"35165","Fully.Paid"
"35166","Fully.Paid"
"35167","Fully.Paid"
"35168","Fully.Paid"
"35169","Fully.Paid"
"35170","Fully.Paid"
"35171","Fully.Paid"
"35172","Fully.Paid"
"35173","Fully.Paid"
"35174","Fully.Paid"
"35175","Charged.Off"
"35176","Fully.Paid"
"35177","Fully.Paid"
"35178","Fully.Paid"
"35179","Fully.Paid"
"35180","Fully.Paid"
"35181","Charged.Off"
"35182","Fully.Paid"
"35183","Fully.Paid"
"35184","Fully.Paid"
"35185","Fully.Paid"
"35186","Fully.Paid"
"35187","Fully.Paid"
"35188","Fully.Paid"
"35189","Charged.Off"
"35190","Charged.Off"
"35191","Fully.Paid"
"35192","Fully.Paid"
"35193","Fully.Paid"
"35194","Fully.Paid"
"35195","Fully.Paid"
"35196","Fully.Paid"
"35197","Fully.Paid"
"35198","Fully.Paid"
"35199","Fully.Paid"
"35200","Fully.Paid"
"35201","Fully.Paid"
"35202","Fully.Paid"
"35203","Fully.Paid"
"35204","Fully.Paid"
"35205","Fully.Paid"
"35206","Fully.Paid"
"35207","Fully.Paid"
"35208","Fully.Paid"
"35209","Charged.Off"
"35210","Fully.Paid"
"35211","Fully.Paid"
"35212","Charged.Off"
"35213","Fully.Paid"
"35214","Fully.Paid"
"35215","Fully.Paid"
"35216","Fully.Paid"
"35217","Fully.Paid"
"35218","Fully.Paid"
"35219","Fully.Paid"
"35220","Charged.Off"
"35221","Fully.Paid"
"35222","Fully.Paid"
"35223","Fully.Paid"
"35224","Fully.Paid"
"35225","Fully.Paid"
"35226","Fully.Paid"
"35227","Fully.Paid"
"35228","Fully.Paid"
"35229","Fully.Paid"
"35230","Charged.Off"
"35231","Fully.Paid"
"35232","Charged.Off"
"35233","Fully.Paid"
"35234","Fully.Paid"
"35235","Fully.Paid"
"35236","Fully.Paid"
"35237","Fully.Paid"
"35238","Fully.Paid"
"35239","Fully.Paid"
"35240","Fully.Paid"
"35241","Fully.Paid"
"35242","Fully.Paid"
"35243","Fully.Paid"
"35244","Fully.Paid"
"35245","Fully.Paid"
"35246","Fully.Paid"
"35247","Fully.Paid"
"35248","Fully.Paid"
"35249","Fully.Paid"
"35250","Fully.Paid"
"35251","Fully.Paid"
"35252","Fully.Paid"
"35253","Charged.Off"
"35254","Charged.Off"
"35255","Fully.Paid"
"35256","Fully.Paid"
"35257","Fully.Paid"
"35258","Fully.Paid"
"35259","Fully.Paid"
"35260","Fully.Paid"
"35261","Fully.Paid"
"35262","Charged.Off"
"35263","Fully.Paid"
"35264","Fully.Paid"
"35265","Fully.Paid"
"35266","Fully.Paid"
"35267","Fully.Paid"
"35268","Fully.Paid"
"35269","Fully.Paid"
"35270","Charged.Off"
"35271","Fully.Paid"
"35272","Fully.Paid"
"35273","Charged.Off"
"35274","Fully.Paid"
"35275","Fully.Paid"
"35276","Fully.Paid"
"35277","Fully.Paid"
"35278","Fully.Paid"
"35279","Charged.Off"
"35280","Charged.Off"
"35281","Fully.Paid"
"35282","Fully.Paid"
"35283","Charged.Off"
"35284","Fully.Paid"
"35285","Charged.Off"
"35286","Charged.Off"
"35287","Fully.Paid"
"35288","Fully.Paid"
"35289","Fully.Paid"
"35290","Fully.Paid"
"35291","Fully.Paid"
"35292","Fully.Paid"
"35293","Fully.Paid"
"35294","Fully.Paid"
"35295","Fully.Paid"
"35296","Fully.Paid"
"35297","Fully.Paid"
"35298","Fully.Paid"
"35299","Charged.Off"
"35300","Fully.Paid"
"35301","Fully.Paid"
"35302","Charged.Off"
"35303","Fully.Paid"
"35304","Charged.Off"
"35305","Fully.Paid"
"35306","Charged.Off"
"35307","Fully.Paid"
"35308","Fully.Paid"
"35309","Fully.Paid"
"35310","Fully.Paid"
"35311","Fully.Paid"
"35312","Fully.Paid"
"35313","Fully.Paid"
"35314","Fully.Paid"
"35315","Fully.Paid"
"35316","Fully.Paid"
"35317","Fully.Paid"
"35318","Fully.Paid"
"35319","Fully.Paid"
"35320","Fully.Paid"
"35321","Fully.Paid"
"35322","Fully.Paid"
"35323","Fully.Paid"
"35324","Fully.Paid"
"35325","Fully.Paid"
"35326","Fully.Paid"
"35327","Charged.Off"
"35328","Charged.Off"
"35329","Fully.Paid"
"35330","Fully.Paid"
"35331","Fully.Paid"
"35332","Fully.Paid"
"35333","Fully.Paid"
"35334","Charged.Off"
"35335","Fully.Paid"
"35336","Fully.Paid"
"35337","Fully.Paid"
"35338","Fully.Paid"
"35339","Fully.Paid"
"35340","Fully.Paid"
"35341","Charged.Off"
"35342","Charged.Off"
"35343","Fully.Paid"
"35344","Fully.Paid"
"35345","Fully.Paid"
"35346","Charged.Off"
"35347","Fully.Paid"
"35348","Charged.Off"
"35349","Fully.Paid"
"35350","Fully.Paid"
"35351","Charged.Off"
"35352","Fully.Paid"
"35353","Fully.Paid"
"35354","Fully.Paid"
"35355","Fully.Paid"
"35356","Fully.Paid"
"35357","Fully.Paid"
"35358","Fully.Paid"
"35359","Fully.Paid"
"35360","Fully.Paid"
"35361","Charged.Off"
"35362","Fully.Paid"
"35363","Fully.Paid"
"35364","Charged.Off"
"35365","Fully.Paid"
"35366","Fully.Paid"
"35367","Fully.Paid"
"35368","Charged.Off"
"35369","Fully.Paid"
"35370","Fully.Paid"
"35371","Fully.Paid"
"35372","Charged.Off"
"35373","Fully.Paid"
"35374","Charged.Off"
"35375","Fully.Paid"
"35376","Fully.Paid"
"35377","Fully.Paid"
"35378","Charged.Off"
"35379","Charged.Off"
"35380","Fully.Paid"
"35381","Fully.Paid"
"35382","Fully.Paid"
"35383","Fully.Paid"
"35384","Fully.Paid"
"35385","Fully.Paid"
"35386","Fully.Paid"
"35387","Fully.Paid"
"35388","Fully.Paid"
"35389","Fully.Paid"
"35390","Charged.Off"
"35391","Fully.Paid"
"35392","Fully.Paid"
"35393","Fully.Paid"
"35394","Fully.Paid"
"35395","Fully.Paid"
"35396","Fully.Paid"
"35397","Fully.Paid"
"35398","Fully.Paid"
"35399","Fully.Paid"
"35400","Fully.Paid"
"35401","Charged.Off"
"35402","Fully.Paid"
"35403","Fully.Paid"
"35404","Fully.Paid"
"35405","Charged.Off"
"35406","Fully.Paid"
"35407","Fully.Paid"
"35408","Fully.Paid"
"35409","Fully.Paid"
"35410","Fully.Paid"
"35411","Fully.Paid"
"35412","Charged.Off"
"35413","Charged.Off"
"35414","Fully.Paid"
"35415","Fully.Paid"
"35416","Fully.Paid"
"35417","Fully.Paid"
"35418","Fully.Paid"
"35419","Charged.Off"
"35420","Fully.Paid"
"35421","Fully.Paid"
"35422","Fully.Paid"
"35423","Fully.Paid"
"35424","Fully.Paid"
"35425","Fully.Paid"
"35426","Fully.Paid"
"35427","Fully.Paid"
"35428","Fully.Paid"
"35429","Fully.Paid"
"35430","Fully.Paid"
"35431","Fully.Paid"
"35432","Fully.Paid"
"35433","Charged.Off"
"35434","Charged.Off"
"35435","Charged.Off"
"35436","Fully.Paid"
"35437","Fully.Paid"
"35438","Charged.Off"
"35439","Fully.Paid"
"35440","Fully.Paid"
"35441","Fully.Paid"
"35442","Fully.Paid"
"35443","Charged.Off"
"35444","Fully.Paid"
"35445","Fully.Paid"
"35446","Fully.Paid"
"35447","Charged.Off"
"35448","Fully.Paid"
"35449","Fully.Paid"
